1, 0.10013294
2, 0.20002794
3, 0.30013490
4, 0.40013289
5, 0.50013208
6, 0.60006809
7, 0.70010996
8, 0.80013204
9, 0.90013099
10, 1.00009203
11, 1.10002804
12, 1.20013094
13, 1.30002809
14, 1.40013194
15, 1.50013304
16, 1.60009408
17, 1.70003104
18, 1.80013204
19, 1.90006709
20, 2.00013399
21, 2.10006690
22, 2.20003009
23, 2.30013299
24, 2.40006709
25, 2.50006700
26, 2.60013008
27, 2.70002699
28, 2.80002904
29, 2.90013289
30, 3.00005198
31, 3.10013199
32, 3.20002794
33, 3.30002093
34, 3.40002489
35, 3.50002694
36, 3.60003209
37, 3.70010710
38, 3.80007195
39, 3.90002489
40, 4.00013208
41, 4.10013294
42, 4.20012999
43, 4.30006409
44, 4.40013289
45, 4.50013304
46, 4.60002899
47, 4.70006204
48, 4.80013108
49, 4.90013099
50, 5.00006795
51, 5.10003090
52, 5.20001888
53, 5.30013394
54, 5.40013194
55, 5.50002789
56, 5.60001206
57, 5.70002890
58, 5.80002093
59, 5.90013289
60, 6.00013089
61, 6.10002708
62, 6.20002508
63, 6.30013204
64, 6.40013003
65, 6.50012994
66, 6.60012794
67, 6.70008111
68, 6.80002904
69, 6.90002203
70, 7.00009298
71, 7.10013103
72, 7.20013094
73, 7.30012989
74, 7.40008402
75, 7.50002909
76, 7.60007000
77, 7.70004606
78, 7.80013108
79, 7.90013003
80, 8.00012994
81, 8.10002804
82, 8.20005703
83, 8.30013204
84, 8.40013194
85, 8.50006890
86, 8.60002589
87, 8.70006895
88, 8.80002999
89, 8.90006089
90, 9.00007391
91, 9.10013199
92, 9.20003510
93, 9.30002999
94, 9.40013289
95, 9.50013304
96, 9.60008907
97, 9.70006609
98, 9.80007100
99, 9.90002894
100, 10.00013304
101, 10.10013199
102, 10.20013309
103, 10.30003190
104, 10.40003300
105, 10.50002503
106, 10.60002089
107, 10.70007992
108, 10.80013204
109, 10.90013194
110, 11.00010991
111, 11.10006905
112, 11.20009899
113, 11.30013299
114, 11.40013289
115, 11.50013089
116, 11.60010290
117, 11.70003390
118, 11.80014300
119, 11.90013194
120, 12.00013089
121, 12.10013199
122, 12.20003200
123, 12.30002093
124, 12.40002608
125, 12.50002599
126, 12.60005808
127, 12.70004702
128, 12.80002594
129, 12.90002394
130, 13.00013089
131, 13.10003090
132, 13.20013309
133, 13.30012989
134, 13.40013194
135, 13.50013304
136, 13.60013294
137, 13.70013499
138, 13.80013490
139, 13.90002990
140, 14.00007010
141, 14.10006404
142, 14.20013404
143, 14.30013299
144, 14.40006995
145, 14.50006700
146, 14.60006595
147, 14.70006704
148, 14.80012894
149, 14.90013194
150, 15.00013208
151, 15.10003304
152, 15.20002794
153, 15.30006790
154, 15.40003490
155, 15.50013304
156, 15.60008192
157, 15.70007706
158, 15.80013490
159, 15.90003204
